등촌샤브칼국수 옥계점,경북 구미시 산호대로29길 7-24,128.421211717592,36.1376088515301
92버터샵,경북 구미시 산호대로33길 18 1층,128.421889064159,36.1367356379694
컵스엔식스피엠,경북 구미시 산호대로33길 6-26,128.422676178325,36.1371805480294
설악본가 본점,경북 구미시 산호대로31길 12-21 1층,128.42148245849,36.13674109594
바우네나주곰탕 옥계점,경북 구미시 산호대로29길 14-11,128.425553518413,36.1374728985622
5월에5시간,경북 구미시 산호대로31길 3 학서빌딩 2층,128.42053889311,36.138179138578
그엄마의그딸떡볶이,경북 구미시 옥계북로 28 1층,128.422504928285,36.1376326957101
초원삼겹살 옥계점,경북 구미시 산호대로29길 8-16,128.419641070251,36.1373053284599
꽃마름 구미옥계점,경북 구미시 산호대로24길 9-45 거상빌딩 2층,128.416745324107,36.1362597097649
내고향보리밥김치찌개,경북 구미시 산호대로35길 12-5,128.419375805545,36.1368687223011
신전떡볶이 옥계중앙점,경북 구미시 산호대로31길 16,128.418825876037,36.1380208434094
착한고기 무한통삼 옥계점,경북 구미시 산호대로29길 19-11,128.426285601512,36.1371346391233
미미짬뽕0927 옥계점,경북 구미시 산호대로29길 7-3,128.427094164627,36.136137010115
봉이동동 구미옥계점,경북 구미시 산호대로29길 9 1층,128.421469911313,36.1372340717461
한촌설렁탕 구미옥계점,경북 구미시 산호대로29길 14-16,128.41710312747,36.1392544313699
옥계석쇠불고기 옥계산동점,경북 구미시 옥계남로 76-18,128.426148204948,36.137448966674
설레다,경북 구미시 옥계북로10길 14,128.423960139681,36.1358876685288
반올림피자샵 구미옥계점,경북 구미시 옥계남로5길 4-15,128.425749241036,36.1380058380872
송도곰장어참숯막창,경북 구미시 산호대로25길 26-27,128.420243582623,36.1382147214899
맘스터치 구미옥계점,경북 구미시 옥계북로 26 101호,128.422379499568,36.1368939091151
삼첩분식 구미옥계점,경북 구미시 산호대로35길 12-31 1층 102호,128.42208218797,36.1377477443363
본도시락 구미옥계점,경북 구미시 옥계북로 74,128.418802085348,36.1391612324673
경양식1984,경북 구미시 옥계북로1길 7-1,128.428241421668,36.1352193218368
더벤티 옥계4공단지점,경북 구미시 산호대로31길 15 1층 105호,128.4239789375,36.138341666077
인디안밥,경북 구미시 산호대로31길 8,128.42471490082,36.1383339035195
땅스부대찌개 옥계점,경북 구미시 옥계북로 67 상가 1층 112호,128.42239407006,36.1356825300045
빈카 구미점,경북 구미시 해마루공원로 21 2층,128.420555516058,36.137640787795
본가 구미옥계점,경북 구미시 산호대로29길 14-5,128.42145165461,36.1377369375804
플루800 옥계점,경북 구미시 옥계북로 59 현진에버빌 상가동 1층 106호,128.418881645568,36.1369227887324
서울 뼈해장국,경북 구미시 옥계남로5길 3-34,128.418570328191,36.1387840625642
뚜레쥬르 구미옥계점,경북 구미시 옥계북로 9 1층,128.420301713994,36.1368481923241
무릉도원백숙,경북 구미시 산호대로29길 7-7,128.421802150976,36.138044747084
한돈참숯꼬기 신옥계점,경북 구미시 산호대로29길 20-14,128.421012566966,36.1377834204347
개성수제만두전골&코다리,경북 구미시 산호대로29길 20-10,128.419641070251,36.1373053284599
하삼동커피 옥계점,경북 구미시 옥계북로 40 103호,128.422650224159,36.1413111741583
